code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,sum_click,final_result
DDD,2013B,540547,M,South West Region,Lower Than A Level,90-100%,0-35,N,0,60,226,Fail
DDD,2013B,540568,M,North Region,A Level or Equivalent,40-50%,35-55,N,0,120,574,Withdrawn
DDD,2013B,540592,F,Wales,A Level or Equivalent,50-60%,0-35,N,0,60,3180,Fail
DDD,2013B,540605,M,North Western Region,Lower Than A Level,20-30%,0-35,N,0,60,2350,Pass
DDD,2013B,540686,M,North Western Region,Lower Than A Level,10-20,0-35,N,0,60,4335,Pass
DDD,2013B,540694,M,South West Region,A Level or Equivalent,60-70%,0-35,N,0,60,2284,Pass
DDD,2013B,540758,F,South Region,Lower Than A Level,80-90%,0-35,N,0,90,1747,Fail
DDD,2013B,540759,F,Yorkshire Region,No Formal quals,0-10%,0-35,N,0,60,751,Withdrawn
DDD,2013B,540848,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,60,3944,Pass
DDD,2013B,540920,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,0,60,133,Withdrawn
DDD,2013B,541202,M,South East Region,Lower Than A Level,70-80%,0-35,Y,0,60,268,Withdrawn
DDD,2013B,541228,M,North Region,A Level or Equivalent,0-10%,0-35,N,0,120,807,Fail
DDD,2013B,541260,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,120,23,Fail
DDD,2013B,541887,F,South West Region,Lower Than A Level,40-50%,0-35,N,0,60,578,Withdrawn
DDD,2013B,541977,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,N,0,60,384,Fail
DDD,2013B,542036,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,0,60,1042,Pass
DDD,2013B,542049,M,London Region,HE Qualification,20-30%,0-35,N,0,120,1775,Pass
DDD,2013B,542054,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,90,2854,Pass
DDD,2013B,542205,F,East Anglian Region,Lower Than A Level,20-30%,35-55,N,0,60,1508,Pass
DDD,2013B,542293,M,North Western Region,Lower Than A Level,60-70%,35-55,N,0,60,3059,Pass
DDD,2013B,542372,M,South East Region,Lower Than A Level,30-40%,0-35,N,0,60,1392,Fail
DDD,2013B,542394,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,0,60,305,Withdrawn
DDD,2013B,542476,F,West Midlands Region,HE Qualification,70-80%,0-35,N,0,60,613,Withdrawn
DDD,2013B,543060,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,0,90,4418,Pass
DDD,2013B,543202,F,Yorkshire Region,HE Qualification,0-10%,35-55,N,0,60,2607,Pass
DDD,2013B,543231,M,North Western Region,Lower Than A Level,70-80%,35-55,N,0,60,237,Withdrawn
DDD,2013B,543340,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,0,60,3610,Pass
DDD,2013B,543383,M,North Region,A Level or Equivalent,30-40%,0-35,N,0,60,31,Withdrawn
DDD,2013B,543386,M,South West Region,Lower Than A Level,70-80%,35-55,N,0,60,651,Withdrawn
DDD,2013B,543421,F,North Region,Lower Than A Level,60-70%,0-35,N,0,60,53,Withdrawn
DDD,2013B,543446,M,South Region,Lower Than A Level,90-100%,0-35,N,0,90,22,Fail
DDD,2013B,543459,M,South East Region,Lower Than A Level,50-60%,0-35,N,0,60,1008,Pass
DDD,2013B,543482,F,West Midlands Region,Lower Than A Level,30-40%,0-35,N,0,60,574,Withdrawn
DDD,2013B,543510,F,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,75,574,Pass
DDD,2013B,543573,M,London Region,Lower Than A Level,30-40%,0-35,N,0,60,1926,Pass
DDD,2013B,543663,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,90,256,Withdrawn
DDD,2013B,543683,M,Scotland,Lower Than A Level,40-50%,35-55,N,0,60,74,Withdrawn
DDD,2013B,543749,M,West Midlands Region,Lower Than A Level,10-20,0-35,Y,0,60,426,Fail
DDD,2013B,543756,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,Y,0,60,2817,Pass
DDD,2013B,543860,M,East Anglian Region,Lower Than A Level,90-100%,0-35,N,0,180,3390,Pass
DDD,2013B,543919,M,East Anglian Region,Lower Than A Level,20-30%,0-35,N,0,120,558,Pass
DDD,2013B,544053,M,South Region,A Level or Equivalent,80-90%,0-35,N,0,60,1072,Pass
DDD,2013B,544063,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,0,60,171,Fail
DDD,2013B,544091,M,Scotland,HE Qualification,90-100%,0-35,N,0,120,3054,Pass
DDD,2013B,544226,M,Scotland,A Level or Equivalent,30-40%,35-55,N,0,60,711,Fail
DDD,2013B,544284,M,South Region,Lower Than A Level,10-20,0-35,N,0,60,1143,Fail
DDD,2013B,544296,F,London Region,A Level or Equivalent,0-10%,0-35,N,0,90,148,Withdrawn
DDD,2013B,544307,M,South West Region,A Level or Equivalent,50-60%,0-35,N,0,60,2311,Pass
DDD,2013B,544352,F,South West Region,A Level or Equivalent,60-70%,0-35,N,0,60,70,Withdrawn
DDD,2013B,544356,M,Ireland,Lower Than A Level,0-10%,0-35,N,0,90,195,Withdrawn
DDD,2013B,544367,M,London Region,A Level or Equivalent,50-60%,0-35,N,0,60,18,Fail
DDD,2013B,544467,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,N,0,60,1417,Pass
DDD,2013B,544603,M,North Region,A Level or Equivalent,0-10%,0-35,N,0,60,1434,Pass
DDD,2013B,544649,M,North Region,Lower Than A Level,,35-55,N,0,60,254,Withdrawn
DDD,2013B,544839,M,Wales,A Level or Equivalent,40-50%,35-55,N,0,60,5173,Distinction
DDD,2013B,544907,M,North Western Region,Lower Than A Level,60-70%,0-35,N,0,60,1420,Fail
DDD,2013B,544942,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,0,60,263,Withdrawn
DDD,2013B,544943,M,North Western Region,Lower Than A Level,40-50%,0-35,N,0,60,193,Fail
DDD,2013B,545083,F,East Anglian Region,Lower Than A Level,80-90%,0-35,N,0,120,593,Pass
DDD,2013B,545115,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,Y,0,60,820,Fail
DDD,2013B,545118,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,90,734,Pass
DDD,2013B,545201,M,South West Region,Lower Than A Level,20-30%,0-35,Y,0,60,22,Withdrawn
DDD,2013B,545245,M,South Region,Lower Than A Level,80-90%,0-35,Y,0,120,2046,Fail
DDD,2013B,545387,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N,0,60,1030,Fail
DDD,2013B,545704,M,South East Region,Lower Than A Level,70-80%,0-35,Y,0,60,589,Pass
DDD,2013B,545993,M,South West Region,Lower Than A Level,60-70%,0-35,N,0,60,693,Fail
DDD,2013B,546000,M,London Region,HE Qualification,10-20,35-55,N,0,60,1082,Fail
DDD,2013B,546054,M,South Region,A Level or Equivalent,80-90%,35-55,N,0,60,703,Pass
DDD,2013B,546074,F,Scotland,A Level or Equivalent,30-40%,0-35,N,0,60,2195,Pass
DDD,2013B,546089,M,Scotland,HE Qualification,50-60%,35-55,N,0,60,820,Fail
DDD,2013B,546191,M,Ireland,A Level or Equivalent,20-30%,0-35,N,0,60,784,Pass
DDD,2013B,546221,F,East Midlands Region,Lower Than A Level,70-80%,35-55,N,0,60,2444,Pass
DDD,2013B,546293,M,Scotland,HE Qualification,40-50%,35-55,Y,0,60,123,Withdrawn
DDD,2013B,546339,F,Scotland,A Level or Equivalent,30-40%,0-35,Y,0,60,322,Withdrawn
DDD,2013B,546403,M,North Western Region,Lower Than A Level,60-70%,0-35,N,0,60,75,Withdrawn
DDD,2013B,546675,F,Ireland,A Level or Equivalent,70-80%,0-35,N,0,60,1460,Pass
DDD,2013B,546747,F,Scotland,Lower Than A Level,70-80%,35-55,N,0,60,3,Withdrawn
DDD,2013B,546804,M,South West Region,A Level or Equivalent,40-50%,0-35,N,0,60,428,Fail
DDD,2013B,546826,F,London Region,Lower Than A Level,50-60%,35-55,N,0,60,1660,Pass
DDD,2013B,546830,F,London Region,A Level or Equivalent,30-40%,0-35,N,0,60,1304,Fail
DDD,2013B,546861,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,0,60,58,Withdrawn
DDD,2013B,546862,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,Y,0,60,4293,Pass
DDD,2013B,546953,M,Scotland,A Level or Equivalent,80-90%,35-55,N,0,60,1853,Pass
DDD,2013B,547252,F,South Region,Lower Than A Level,60-70%,0-35,N,0,60,572,Withdrawn
DDD,2013B,547349,M,North Region,Lower Than A Level,,0-35,N,0,60,1895,Pass
DDD,2013B,547445,F,South Region,Lower Than A Level,40-50%,0-35,N,0,60,1424,Pass
DDD,2013B,547486,M,London Region,Lower Than A Level,50-60%,0-35,N,0,60,343,Fail
DDD,2013B,547629,F,East Midlands Region,Lower Than A Level,90-100%,35-55,N,0,60,1014,Withdrawn
DDD,2013B,547679,F,Scotland,Lower Than A Level,30-40%,0-35,N,0,60,2481,Fail
DDD,2013B,547784,F,South Region,Lower Than A Level,50-60%,0-35,Y,0,60,1675,Withdrawn
DDD,2013B,547787,M,East Anglian Region,Lower Than A Level,60-70%,0-35,Y,0,60,9,Withdrawn
DDD,2013B,547897,F,Scotland,Lower Than A Level,40-50%,0-35,N,0,90,93,Withdrawn
DDD,2013B,547986,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,60,889,Fail
DDD,2013B,548069,M,South East Region,A Level or Equivalent,60-70%,0-35,N,0,60,1875,Pass
DDD,2013B,548132,M,North Western Region,Lower Than A Level,60-70%,0-35,N,0,60,433,Withdrawn
DDD,2013B,548173,F,East Anglian Region,Lower Than A Level,80-90%,0-35,N,0,60,775,Withdrawn
DDD,2013B,548267,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,0,60,1201,Pass
DDD,2013B,548271,F,Scotland,A Level or Equivalent,50-60%,0-35,N,0,60,674,Fail
DDD,2013B,548371,M,North Western Region,A Level or Equivalent,20-30%,0-35,N,0,60,27,Fail
DDD,2013B,548420,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,60,129,Withdrawn
DDD,2013B,548473,M,Ireland,Lower Than A Level,,35-55,N,0,60,1776,Fail
DDD,2013B,548535,F,South East Region,A Level or Equivalent,50-60%,0-35,Y,0,60,1091,Pass
DDD,2013B,548602,M,South Region,A Level or Equivalent,60-70%,0-35,N,0,60,604,Pass
DDD,2013B,548650,F,South East Region,Lower Than A Level,50-60%,0-35,N,0,60,188,Withdrawn
DDD,2013B,548677,M,Ireland,A Level or Equivalent,70-80%,0-35,N,0,60,2543,Pass
DDD,2013B,548679,M,East Anglian Region,Lower Than A Level,30-40%,0-35,N,0,60,197,Fail
DDD,2013B,548739,M,East Anglian Region,Lower Than A Level,20-30%,0-35,Y,0,60,24,Withdrawn
DDD,2013B,548773,M,North Western Region,A Level or Equivalent,80-90%,0-35,N,0,60,73,Fail
DDD,2013B,548797,M,Scotland,Lower Than A Level,30-40%,35-55,N,0,60,281,Withdrawn
DDD,2013B,548869,F,Scotland,HE Qualification,20-30%,0-35,N,0,60,545,Fail
DDD,2013B,548872,M,South West Region,Lower Than A Level,20-30%,0-35,N,0,60,62,Withdrawn
DDD,2013B,548959,F,Wales,A Level or Equivalent,80-90%,0-35,N,0,60,778,Fail
DDD,2013B,548993,F,West Midlands Region,Lower Than A Level,90-100%,0-35,N,0,90,343,Withdrawn
DDD,2013B,548996,M,East Midlands Region,HE Qualification,40-50%,35-55,N,0,60,2383,Pass
DDD,2013B,549038,M,Wales,Lower Than A Level,80-90%,0-35,N,0,60,2283,Pass
DDD,2013B,549095,M,Scotland,HE Qualification,40-50%,35-55,N,0,60,1833,Pass
DDD,2013B,549125,M,South West Region,A Level or Equivalent,30-40%,0-35,N,0,120,816,Pass
DDD,2013B,549135,F,South Region,A Level or Equivalent,50-60%,0-35,Y,0,60,801,Pass
DDD,2013B,549156,M,North Western Region,Lower Than A Level,0-10%,0-35,N,0,60,21,Withdrawn
DDD,2013B,549213,F,London Region,A Level or Equivalent,40-50%,0-35,N,0,60,1011,Withdrawn
DDD,2013B,549283,M,Scotland,HE Qualification,50-60%,0-35,N,0,60,741,Fail
DDD,2013B,549334,M,North Region,Lower Than A Level,0-10%,0-35,N,0,60,77,Withdrawn
DDD,2013B,549354,M,Wales,Lower Than A Level,80-90%,35-55,N,0,120,154,Fail
DDD,2013B,549361,F,London Region,Lower Than A Level,10-20,0-35,Y,0,60,944,Withdrawn
DDD,2013B,549424,M,South Region,Post Graduate Qualification,90-100%,35-55,N,0,60,1331,Withdrawn
DDD,2013B,549498,M,Scotland,Lower Than A Level,40-50%,35-55,N,0,60,22,Fail
DDD,2013B,549545,M,South East Region,Lower Than A Level,30-40%,0-35,N,0,60,1601,Pass
DDD,2013B,549575,M,East Anglian Region,Lower Than A Level,10-20,35-55,N,0,60,30,Withdrawn
DDD,2013B,549684,M,Wales,Post Graduate Qualification,80-90%,35-55,N,0,60,2084,Pass
DDD,2013B,549690,F,North Western Region,A Level or Equivalent,0-10%,0-35,N,0,60,732,Pass
DDD,2013B,549698,F,South West Region,A Level or Equivalent,70-80%,0-35,N,0,60,1231,Pass
DDD,2013B,549710,M,East Midlands Region,Lower Than A Level,10-20,0-35,N,0,60,1541,Pass
DDD,2013B,549731,M,Scotland,Lower Than A Level,70-80%,0-35,N,0,60,1309,Pass
DDD,2013B,549783,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,0,60,2214,Pass
DDD,2013B,549795,F,South West Region,A Level or Equivalent,10-20,0-35,N,0,60,1841,Pass
DDD,2013B,549872,M,North Western Region,Lower Than A Level,0-10%,35-55,N,0,60,1341,Pass
DDD,2013B,549897,F,London Region,Lower Than A Level,10-20,0-35,N,0,60,541,Fail
DDD,2013B,549913,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,Y,0,60,1515,Withdrawn
DDD,2013B,549928,M,South West Region,A Level or Equivalent,50-60%,0-35,N,0,60,339,Withdrawn
DDD,2013B,550064,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,0,60,1415,Pass
DDD,2013B,550092,M,East Anglian Region,A Level or Equivalent,10-20,35-55,N,0,60,1327,Pass
DDD,2013B,550142,F,South East Region,A Level or Equivalent,40-50%,0-35,N,0,60,607,Withdrawn
DDD,2013B,550183,M,North Region,A Level or Equivalent,10-20,0-35,N,0,60,142,Withdrawn
DDD,2013B,550348,F,Wales,HE Qualification,90-100%,0-35,N,0,60,330,Fail
DDD,2013B,550371,M,South East Region,Lower Than A Level,70-80%,0-35,Y,0,60,283,Fail
DDD,2013B,550521,M,South West Region,Lower Than A Level,40-50%,0-35,N,0,60,28,Withdrawn
DDD,2013B,550545,F,Scotland,A Level or Equivalent,60-70%,0-35,N,0,60,4519,Pass
DDD,2013B,550604,F,Scotland,HE Qualification,20-30%,35-55,N,0,60,2683,Pass
DDD,2013B,550657,F,West Midlands Region,Lower Than A Level,80-90%,0-35,N,0,60,199,Withdrawn
DDD,2013B,550711,M,London Region,A Level or Equivalent,0-10%,35-55,N,0,60,461,Fail
DDD,2013B,550725,M,South West Region,A Level or Equivalent,10-20,0-35,N,0,60,1175,Pass
DDD,2013B,550762,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,0,60,1601,Pass
DDD,2013B,550865,M,Yorkshire Region,HE Qualification,20-30%,0-35,N,0,60,1534,Pass
DDD,2013B,550893,M,North Region,A Level or Equivalent,0-10%,0-35,N,0,60,596,Fail
DDD,2013B,550974,M,London Region,Lower Than A Level,10-20,0-35,Y,0,60,116,Fail
DDD,2013B,551169,M,West Midlands Region,HE Qualification,80-90%,35-55,N,0,60,2394,Fail
DDD,2013B,551183,M,North Region,A Level or Equivalent,,0-35,N,0,60,872,Pass
DDD,2013B,551334,F,South East Region,A Level or Equivalent,60-70%,0-35,N,0,60,2803,Pass
DDD,2013B,551375,F,Ireland,Lower Than A Level,,35-55,N,0,60,3597,Pass
DDD,2013B,551478,M,South West Region,A Level or Equivalent,50-60%,55<=,N,0,90,774,Pass
DDD,2013B,551550,M,London Region,A Level or Equivalent,0-10%,0-35,N,0,120,3014,Pass
DDD,2013B,551573,M,Ireland,A Level or Equivalent,20-30%,0-35,N,0,60,1920,Pass
DDD,2013B,551666,M,West Midlands Region,Lower Than A Level,30-40%,0-35,N,0,60,629,Withdrawn
DDD,2013B,551979,M,Scotland,Lower Than A Level,0-10%,0-35,N,0,60,40,Fail
DDD,2013B,552030,F,South West Region,Lower Than A Level,80-90%,0-35,N,0,60,40,Withdrawn
DDD,2013B,552114,F,South West Region,Lower Than A Level,50-60%,0-35,N,0,60,751,Fail
DDD,2013B,552166,M,West Midlands Region,Lower Than A Level,,0-35,N,0,60,1296,Pass
DDD,2013B,552255,M,North Western Region,A Level or Equivalent,20-30%,0-35,N,0,90,63,Withdrawn
DDD,2013B,552327,M,South West Region,A Level or Equivalent,40-50%,0-35,N,0,60,120,Withdrawn
DDD,2013B,552635,F,West Midlands Region,Lower Than A Level,30-40%,35-55,N,0,60,1432,Pass
DDD,2013B,552661,M,East Anglian Region,Lower Than A Level,30-40%,35-55,N,0,60,2143,Pass
DDD,2013B,552789,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,60,1137,Pass
DDD,2013B,552824,M,South Region,Lower Than A Level,80-90%,0-35,N,0,60,30,Fail
DDD,2013B,552921,F,South West Region,A Level or Equivalent,70-80%,0-35,N,0,60,1417,Distinction
DDD,2013B,552955,M,Ireland,A Level or Equivalent,90-100%,0-35,N,0,60,356,Fail
DDD,2013B,552999,F,North Western Region,Lower Than A Level,30-40%,0-35,N,0,60,497,Withdrawn
DDD,2013B,553253,M,London Region,HE Qualification,60-70%,0-35,N,0,60,61,Withdrawn
DDD,2013B,553275,F,East Midlands Region,Lower Than A Level,30-40%,0-35,N,0,60,660,Pass
DDD,2013B,553382,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N,0,60,5393,Pass
DDD,2013B,553575,F,South West Region,HE Qualification,70-80%,0-35,N,0,60,2732,Pass
DDD,2013B,553627,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,0,60,41,Withdrawn
DDD,2013B,553864,M,Scotland,A Level or Equivalent,50-60%,0-35,N,0,60,128,Withdrawn
DDD,2013B,553964,M,North Western Region,Lower Than A Level,0-10%,0-35,N,0,60,2156,Pass
DDD,2013B,554161,M,North Western Region,A Level or Equivalent,60-70%,0-35,N,0,120,1714,Pass
DDD,2013B,554174,M,Scotland,HE Qualification,70-80%,35-55,N,0,90,1360,Distinction
DDD,2013B,554193,F,Wales,HE Qualification,60-70%,0-35,N,0,60,1519,Fail
DDD,2013B,554205,M,Ireland,Lower Than A Level,,0-35,N,0,60,3231,Pass
DDD,2013B,554245,M,East Anglian Region,Lower Than A Level,30-40%,0-35,N,0,60,1387,Pass
DDD,2013B,554295,M,North Western Region,A Level or Equivalent,10-20,35-55,Y,0,90,370,Pass
DDD,2013B,554300,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,0,60,844,Pass
DDD,2013B,554446,F,North Western Region,Lower Than A Level,70-80%,0-35,N,0,60,1738,Pass
DDD,2013B,554484,M,Scotland,HE Qualification,90-100%,35-55,Y,0,60,1435,Pass
DDD,2013B,554574,F,North Western Region,A Level or Equivalent,40-50%,0-35,N,0,60,1950,Pass
DDD,2013B,554587,M,Wales,Lower Than A Level,30-40%,0-35,N,0,60,68,Withdrawn
DDD,2013B,554588,F,North Region,HE Qualification,20-30%,35-55,N,0,90,1543,Withdrawn
DDD,2013B,554691,M,North Western Region,Lower Than A Level,40-50%,35-55,Y,0,60,1306,Withdrawn
DDD,2013B,554729,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,N,0,60,63,Withdrawn
DDD,2013B,554773,M,West Midlands Region,Lower Than A Level,20-30%,0-35,N,0,60,641,Fail
DDD,2013B,554881,M,West Midlands Region,Lower Than A Level,0-10%,0-35,N,0,90,664,Fail
DDD,2013B,554885,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,N,0,60,497,Fail
DDD,2013B,554995,M,North Region,A Level or Equivalent,,0-35,N,0,150,3659,Pass
DDD,2013B,555151,F,West Midlands Region,Lower Than A Level,50-60%,0-35,N,0,60,129,Withdrawn
DDD,2013B,555297,M,North Western Region,Lower Than A Level,70-80%,0-35,N,0,60,155,Withdrawn
DDD,2013B,555360,M,West Midlands Region,Lower Than A Level,10-20,35-55,N,0,60,254,Fail
DDD,2013B,555408,M,South Region,A Level or Equivalent,70-80%,0-35,N,0,60,419,Fail
DDD,2013B,555428,M,Wales,HE Qualification,80-90%,0-35,N,0,60,148,Fail
DDD,2013B,555446,M,East Anglian Region,Lower Than A Level,90-100%,0-35,N,0,60,636,Withdrawn
DDD,2013B,555497,M,South West Region,A Level or Equivalent,50-60%,0-35,N,0,60,175,Fail
DDD,2013B,555740,M,London Region,A Level or Equivalent,10-20,0-35,Y,0,60,847,Pass
DDD,2013B,555765,M,South Region,A Level or Equivalent,60-70%,0-35,N,0,60,310,Fail
DDD,2013B,555772,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,0,100,582,Fail
DDD,2013B,556030,M,East Midlands Region,HE Qualification,30-40%,0-35,N,0,60,303,Fail
DDD,2013B,556082,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,0,60,2214,Pass
DDD,2013B,556093,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,0,60,386,Withdrawn
DDD,2013B,556165,M,Wales,Lower Than A Level,40-50%,0-35,N,0,60,1698,Fail
DDD,2013B,556185,M,North Region,A Level or Equivalent,,0-35,N,0,60,1156,Distinction
DDD,2013B,556295,M,North Region,Lower Than A Level,,0-35,N,0,60,1252,Fail
DDD,2013B,556308,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,0,60,1329,Withdrawn
DDD,2013B,556337,F,Wales,Lower Than A Level,60-70%,0-35,Y,0,60,2658,Pass
DDD,2013B,556354,M,South West Region,Lower Than A Level,20-30%,0-35,N,0,60,917,Withdrawn
DDD,2013B,556360,M,Wales,Lower Than A Level,20-30%,0-35,N,0,60,1047,Withdrawn
DDD,2013B,556362,M,South Region,Lower Than A Level,80-90%,35-55,Y,0,60,2792,Pass
DDD,2013B,556369,M,South Region,HE Qualification,90-100%,0-35,N,0,60,413,Withdrawn
DDD,2013B,556370,M,Scotland,HE Qualification,50-60%,0-35,N,0,60,894,Fail
DDD,2013B,556373,M,South Region,HE Qualification,90-100%,0-35,N,0,60,1317,Distinction
DDD,2013B,556389,M,London Region,HE Qualification,70-80%,0-35,N,0,60,836,Pass
DDD,2013B,556575,M,North Region,HE Qualification,,0-35,N,0,60,1722,Distinction
DDD,2013B,556584,M,East Anglian Region,HE Qualification,60-70%,0-35,N,0,60,3049,Pass
DDD,2013B,556660,F,East Midlands Region,Lower Than A Level,0-10%,0-35,N,0,60,2620,Fail
DDD,2013B,556713,M,London Region,Lower Than A Level,20-30%,0-35,N,0,120,23,Withdrawn
DDD,2013B,556721,M,South Region,A Level or Equivalent,80-90%,0-35,N,0,60,1248,Pass
DDD,2013B,556739,F,South Region,A Level or Equivalent,50-60%,0-35,N,0,120,65,Withdrawn
DDD,2013B,556756,M,South East Region,Lower Than A Level,40-50%,0-35,N,0,60,273,Fail
DDD,2013B,556774,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,0,60,1306,Distinction
DDD,2013B,556780,M,North Region,Post Graduate Qualification,,35-55,N,0,60,3233,Pass
DDD,2013B,556785,F,North Region,Lower Than A Level,,0-35,N,0,60,1839,Pass
DDD,2013B,556835,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,0,90,2716,Pass
DDD,2013B,556918,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,60,3344,Pass
DDD,2013B,556934,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,N,0,60,975,Pass
DDD,2013B,557005,M,London Region,Lower Than A Level,20-30%,35-55,N,0,60,105,Fail
DDD,2013B,557045,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,0,60,911,Pass
DDD,2013B,557237,M,Scotland,A Level or Equivalent,20-30%,0-35,Y,0,60,915,Fail
DDD,2013B,557247,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,Y,0,60,251,Withdrawn
DDD,2013B,557358,M,London Region,Lower Than A Level,50-60%,0-35,N,0,90,1534,Fail
DDD,2013B,557432,M,South West Region,Lower Than A Level,50-60%,0-35,N,0,60,1014,Fail
DDD,2013B,557467,F,London Region,A Level or Equivalent,40-50%,0-35,N,0,60,426,Withdrawn
DDD,2013B,557477,M,Scotland,A Level or Equivalent,90-100%,0-35,N,0,60,549,Fail
DDD,2013B,557504,F,London Region,Lower Than A Level,40-50%,0-35,N,0,60,68,Withdrawn
DDD,2013B,557694,M,London Region,HE Qualification,30-40%,35-55,N,0,60,2868,Pass
DDD,2013B,557742,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,0,60,2737,Pass
DDD,2013B,557751,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,60,749,Withdrawn
DDD,2013B,557752,F,South Region,A Level or Equivalent,50-60%,0-35,N,0,60,194,Withdrawn
DDD,2013B,557764,F,North Western Region,A Level or Equivalent,20-30%,0-35,N,0,60,1923,Fail
DDD,2013B,557826,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,Y,0,60,1212,Withdrawn
DDD,2013B,557846,M,Yorkshire Region,HE Qualification,40-50%,0-35,N,0,60,765,Pass
DDD,2013B,557850,M,South Region,HE Qualification,60-70%,35-55,N,0,60,716,Fail
DDD,2013B,557911,M,North Region,A Level or Equivalent,,35-55,N,0,60,1382,Pass
DDD,2013B,557924,M,North Region,A Level or Equivalent,50-60%,0-35,N,0,60,5329,Pass
DDD,2013B,558123,M,North Western Region,Lower Than A Level,0-10%,0-35,N,0,60,53,Withdrawn
DDD,2013B,558134,M,South West Region,A Level or Equivalent,70-80%,0-35,N,0,60,45,Withdrawn
DDD,2013B,558153,M,South West Region,A Level or Equivalent,40-50%,0-35,N,0,60,482,Fail
DDD,2013B,558200,F,North Region,A Level or Equivalent,40-50%,0-35,N,0,60,3344,Pass
DDD,2013B,558224,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N,0,60,1550,Fail
DDD,2013B,558290,M,Scotland,A Level or Equivalent,70-80%,35-55,N,0,60,9578,Pass
DDD,2013B,558308,M,North Western Region,Lower Than A Level,70-80%,35-55,N,0,60,439,Withdrawn
DDD,2013B,558317,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,N,0,60,42,Withdrawn
DDD,2013B,558415,F,South West Region,A Level or Equivalent,30-40%,0-35,Y,0,60,1031,Pass
DDD,2013B,558440,F,South West Region,Lower Than A Level,20-30%,0-35,Y,0,60,1733,Pass
DDD,2013B,558488,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,0,60,436,Fail
DDD,2013B,558610,F,Scotland,Lower Than A Level,0-10%,0-35,N,0,60,1711,Withdrawn
DDD,2013B,558626,M,South West Region,Lower Than A Level,50-60%,0-35,N,0,60,132,Withdrawn
DDD,2013B,558645,F,London Region,A Level or Equivalent,20-30%,0-35,N,0,60,1711,Fail
DDD,2013B,558678,F,North Region,HE Qualification,,0-35,N,0,60,2430,Pass
DDD,2013B,558779,M,Scotland,HE Qualification,90-100%,0-35,N,0,60,85,Fail
DDD,2013B,558787,M,London Region,HE Qualification,30-40%,0-35,N,0,60,1513,Distinction
DDD,2013B,558806,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,60,993,Pass
DDD,2013B,558817,F,South Region,A Level or Equivalent,70-80%,0-35,N,0,60,11,Withdrawn
